campaign_id,campaign_name,audience_size,persuadables_pct,sure_things_pct,lost_causes_pct,do_not_disturb_pct,unknown_pct,persuadables_count,sure_things_count,lost_causes_count,do_not_disturb_count,unknown_count,segment_estimation_method,segment_confidence,segment_rationale
CMP_2874,OakClinic Network v8 - App Adoption,337206,32,21,21,14,12,107906,70814,70814,47208,40464,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",High,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Specific channels improve match quality and reduce unknown exposure.
CMP_2875,BoxBloom UK - Win-Back,1388624,26,26,17,10,21,361043,361042,236066,138862,291611,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Lifecycle conversion campaigns lift persuadables because message timing is closer to purchase intent. Discount-heavy retail and subscription campaigns increase sure-things and cannibalization risk. Vague audiences expand the unknown segment. Generic channels reduce segmentation confidence.
CMP_2876,MintRail - Loyalty Boost,464929,18,20,20,13,29,83687,92986,92986,60440,134830,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Low,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Vague audiences expand the unknown segment. Generic channels reduce segmentation confidence.
CMP_2877,Maple & Oak v9 - Cross-sell Drive,1179552,22,21,21,7,29,259502,247706,247705,82568,342071,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Vague audiences expand the unknown segment. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2878,AssureFirst v2 - Win-Back,387044,40,21,18,13,8,154818,81280,69668,50315,30963,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",High,Lifecycle conversion campaigns lift persuadables because message timing is closer to purchase intent. Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Specific channels improve match quality and reduce unknown exposure.
CMP_2879,Cartly 2027 - Loyalty Boost #2,996430,26,27,20,10,17,259071,269037,199286,99643,169393,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Discount-heavy retail and subscription campaigns increase sure-things and cannibalization risk. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2880,SafeHarbor Insurance 2027 - Awareness #2,285661,28,21,20,13,18,79986,59989,57133,37135,51418,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2881,Lumio Wallet Q2 2027 - Event Reg Push,264406,28,21,20,13,18,74034,55526,52881,34372,47593,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2882,FitFuel 2027 - App Adoption,142340,34,22,21,8,15,48396,31315,29891,11387,21351,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2883,InsureCon - Loyalty Boost,165590,31,21,21,8,19,51333,34774,34774,13247,31462,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2884,Forge Accounting US - Event Reg Push,23596,34,22,21,8,15,8023,5192,4955,1887,3539,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2885,Stackr 2026 - Cross-sell Drive #3,406013,25,20,20,13,22,101504,81203,81202,52781,89323,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2886,Vaulted Back-to-School - Lead Gen,251420,28,21,20,13,18,70398,52799,50284,32684,45255,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2887,Bundlr Cyber Monday - Loyalty Boost,1378528,16,27,19,10,28,220564,372203,261921,137852,385988,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Discount-heavy retail and subscription campaigns increase sure-things and cannibalization risk. Vague audiences expand the unknown segment. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2888,OakClinic Network v7 - Lead Gen,279714,32,21,21,14,12,89509,58740,58740,39160,33565,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",High,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Specific channels improve match quality and reduce unknown exposure.
CMP_2889,GlowCrate UK - Retention Sprint #2,150870,41,21,19,8,11,61857,31683,28666,12069,16595,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Lifecycle conversion campaigns lift persuadables because message timing is closer to purchase intent. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2890,CareNova Q3 2027 - Upsell Wave,326471,32,21,21,14,12,104471,68559,68559,45706,39176,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",High,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Specific channels improve match quality and reduce unknown exposure.
CMP_2891,Apex Legal DACH - Trial Conversion Push,25849,46,22,19,8,5,11891,5687,4912,2067,1292,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",High,Lifecycle conversion campaigns lift persuadables because message timing is closer to purchase intent. Specific audience criteria increase persuadables because targeting is tighter. Specific channels improve match quality and reduce unknown exposure.
CMP_2892,Velocity Wireless 2026 - Seasonal Promo,446490,31,21,21,8,19,138412,93763,93763,35719,84833,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2893,Northbeam Consulting - Upsell Wave #3,41643,34,22,21,8,15,14159,9162,8745,3331,6246,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2894,Hearth&Home Box Fall - App Adoption,487065,16,20,20,12,32,77930,97414,97413,58447,155861,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Vague audiences expand the unknown segment. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2895,ZestMart Back-to-School - Retention Sprint,572965,41,21,19,8,11,234916,120323,108863,45837,63026,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Lifecycle conversion campaigns lift persuadables because message timing is closer to purchase intent. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2896,Pixie Pantry v7 - Loyalty Boost,855414,26,27,20,10,17,222408,230962,171083,85541,145420,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Discount-heavy retail and subscription campaigns increase sure-things and cannibalization risk. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2897,Maple & Oak 2026 - Cross-sell Drive,942686,34,22,21,8,15,320514,207391,197965,75414,141402,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2898,OakClinic Network v5 - Renewal Drive,378602,25,20,20,13,22,94651,75720,75720,49218,83293,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2899,SafeHarbor Insurance Spring - Upsell Wave,865204,16,20,20,12,32,138432,173041,173041,103824,276866,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Low,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Vague audiences expand the unknown segment. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2900,Drift Footwear Q3 2026 - Seasonal Promo,938001,26,27,20,10,17,243880,253261,187600,93800,159460,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Discount-heavy retail and subscription campaigns increase sure-things and cannibalization risk. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2901,AzureTrails MENA - Upsell Wave,539561,24,21,21,8,26,129495,113308,113308,43164,140286,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Vague audiences expand the unknown segment. Generic channels reduce segmentation confidence.
CMP_2902,LearnRise Academy v7 - Loyalty Boost,318293,29,22,22,8,19,92305,70025,70025,25463,60475,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Vague audiences expand the unknown segment. Specific channels improve match quality and reduce unknown exposure.
CMP_2903,ZestMart - Upsell Wave,385219,34,22,21,8,15,130975,84749,80896,30817,57782,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2904,Quanta Strategy - Launch #2,31369,32,21,21,14,12,10039,6588,6587,4391,3764,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",High,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Specific channels improve match quality and reduce unknown exposure.
CMP_2905,Apex Legal 2026 - App Adoption,23067,25,20,20,13,22,5767,4614,4613,2998,5075,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2906,Coastline Apparel APAC - Launch,1465118,24,21,21,8,26,351629,307675,307674,117209,380931,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Vague audiences expand the unknown segment. Generic channels reduce segmentation confidence.
CMP_2907,Northstar Mutual MENA - Loyalty Boost,559212,28,21,20,13,18,156580,117435,111842,72697,100658,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2908,Pixie Pantry 2026 - Launch,945809,36,22,22,8,12,340492,208078,208078,75664,113497,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Specific channels improve match quality and reduce unknown exposure. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2909,Wellpath 2026 - Seasonal Promo #2,744099,16,20,20,12,32,119056,148820,148820,89291,238112,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Low,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Vague audiences expand the unknown segment. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2910,NorthBridge Bank NA - Lead Gen,164615,32,21,21,14,12,52677,34570,34569,23046,19753,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",High,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Specific channels improve match quality and reduce unknown exposure.
CMP_2911,VaultIQ Q3 2026 - Trial Conversion Push,56571,39,21,18,7,15,22063,11880,10183,3959,8486,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Lifecycle conversion campaigns lift persuadables because message timing is closer to purchase intent. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2912,Wellpath v8 - Retention Sprint,353162,37,20,18,13,12,130670,70633,63569,45911,42379,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Lifecycle conversion campaigns lift persuadables because message timing is closer to purchase intent. Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Specific channels improve match quality and reduce unknown exposure. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2913,PageNest 2026 - Awareness,153971,31,21,21,8,19,47732,32334,32334,12317,29254,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2914,MediBridge v4 - Cross-sell Drive,340433,30,21,21,13,15,102130,71491,71491,44256,51065,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Specific channels improve match quality and reduce unknown exposure. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2915,Wellpath Q2 2026 - Awareness,351354,30,21,21,13,15,105407,73784,73784,45676,52703,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Specific channels improve match quality and reduce unknown exposure. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2916,Truecover Q4 2026 - Lead Gen,311589,25,20,20,13,22,77898,62318,62317,40506,68550,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2917,PageNest Q4 2026 - Win-Back,115586,36,27,17,10,10,41611,31209,19650,11558,11558,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Lifecycle conversion campaigns lift persuadables because message timing is closer to purchase intent. Discount-heavy retail and subscription campaigns increase sure-things and cannibalization risk. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2918,Lumen API 2027 - Launch,56626,38,22,22,9,9,21518,12458,12458,5096,5096,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Specific channels improve match quality and reduce unknown exposure.
CMP_2919,OakClinic Network 2027 - Launch,771105,18,20,20,13,29,138798,154222,154221,100243,223621,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Low,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Vague audiences expand the unknown segment. Generic channels reduce segmentation confidence.
CMP_2920,CareNova - Awareness,394730,28,21,20,13,18,110525,82894,78946,51314,71051,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2921,Beacon Life ANZ - Lead Gen,591596,18,20,20,13,29,106487,118320,118319,76907,171563,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Low,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Vague audiences expand the unknown segment. Generic channels reduce segmentation confidence.
CMP_2922,CareNova NA - Awareness,867160,20,21,20,13,26,173432,182104,173432,112730,225462,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Low,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Vague audiences expand the unknown segment. Specific channels improve match quality and reduce unknown exposure. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2923,Voyage&Co - Loyalty Boost,327040,26,27,20,10,17,85031,88301,65408,32704,55596,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Discount-heavy retail and subscription campaigns increase sure-things and cannibalization risk. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2924,NorthBridge Bank v9 - Cross-sell Drive,921984,23,21,21,13,22,212057,193617,193616,119857,202837,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Low,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Vague audiences expand the unknown segment. Specific channels improve match quality and reduce unknown exposure.
CMP_2925,Hearth&Home Box EU - Trial Conversion Push,128931,39,21,18,7,15,50284,27076,23207,9025,19339,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Lifecycle conversion campaigns lift persuadables because message timing is closer to purchase intent. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2926,Lumen Home LATAM - Awareness,1636611,16,20,20,12,32,261857,327323,327322,196393,523716,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Vague audiences expand the unknown segment. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2927,OakClinic Network Cyber Monday - Retention Sprint,410959,40,21,18,13,8,164384,86302,73973,53424,32876,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",High,Lifecycle conversion campaigns lift persuadables because message timing is closer to purchase intent. Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Specific channels improve match quality and reduce unknown exposure.
CMP_2928,PulseAnalytics - Trial Conversion Push,83475,32,21,18,7,22,26713,17529,15025,5843,18365,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Lifecycle conversion campaigns lift persuadables because message timing is closer to purchase intent. Vague audiences expand the unknown segment. Generic channels reduce segmentation confidence.
CMP_2929,PageNest 2026 - Loyalty Boost #2,359419,16,27,19,10,28,57507,97044,68289,35941,100638,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Discount-heavy retail and subscription campaigns increase sure-things and cannibalization risk. Vague audiences expand the unknown segment. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2930,Velocity Wireless - Renewal Drive #2,230107,34,22,21,8,15,78237,50624,48322,18408,34516,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2931,Velocity Wireless 2026 - Lead Gen,732679,34,22,21,8,15,249111,161190,153863,58614,109901,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2932,Forge Accounting Q3 2026 - Lead Gen,44001,34,22,21,8,15,14961,9680,9240,3520,6600,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2933,FutureStack Conference v9 - Event Reg Push,181975,38,22,22,9,9,69151,40035,40035,16377,16377,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",High,Specific audience criteria increase persuadables because targeting is tighter. Specific channels improve match quality and reduce unknown exposure.
CMP_2934,Helix Advisory APAC - App Adoption,45143,38,22,22,9,9,17155,9932,9932,4062,4062,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Specific channels improve match quality and reduce unknown exposure.
CMP_2935,NorthBridge Bank - Win-Back,331308,37,20,18,13,12,122584,66262,59636,43070,39756,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Lifecycle conversion campaigns lift persuadables because message timing is closer to purchase intent. Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Specific channels improve match quality and reduce unknown exposure. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2936,OakClinic Network v8 - Cross-sell Drive,315608,25,20,20,13,22,78903,63121,63121,41029,69434,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2937,Pinecrest Trust Cyber Monday - App Adoption,819458,16,20,20,12,32,131113,163892,163892,98334,262227,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Low,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Vague audiences expand the unknown segment. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2938,ZestMart v5 - Loyalty Boost,988081,28,27,20,11,14,276663,266782,197617,108688,138331,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Discount-heavy retail and subscription campaigns increase sure-things and cannibalization risk. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2939,ShopHaven v8 - Renewal Drive,926667,34,22,21,8,15,315067,203867,194600,74133,139000,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2940,BrightArc University 2026 - Lead Gen,356335,26,22,21,8,23,92648,78393,74830,28506,81958,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Vague audiences expand the unknown segment. Specific channels improve match quality and reduce unknown exposure. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2941,GrowthSummit 2026 - Lead Gen,148845,38,22,22,9,9,56562,32746,32745,13396,13396,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",High,Specific audience criteria increase persuadables because targeting is tighter. Specific channels improve match quality and reduce unknown exposure.
CMP_2942,Maple & Oak - App Adoption,678721,31,21,21,8,19,210404,142532,142532,54297,128956,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2943,FitFuel Q2 2026 - App Adoption,117300,31,21,21,8,19,36363,24633,24633,9384,22287,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2944,WrapNorth Q3 2026 - Awareness,955339,34,22,21,8,15,324816,210175,200621,76427,143300,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2945,Lumio Wallet UK - Lead Gen,578200,23,21,21,13,22,132986,121422,121422,75166,127204,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Low,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Vague audiences expand the unknown segment. Specific channels improve match quality and reduce unknown exposure.
CMP_2946,Quanta Strategy EMEA - Retention Sprint,26812,41,21,19,8,11,10993,5631,5095,2144,2949,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Lifecycle conversion campaigns lift persuadables because message timing is closer to purchase intent. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2947,Forge Accounting ANZ - Event Reg Push,34747,34,22,21,8,15,11814,7645,7297,2779,5212,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2948,AssureFirst Nordics - Seasonal Promo,277841,28,21,20,13,18,77796,58347,55568,36119,50011,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
CMP_2949,GrowthSummit EMEA - Lead Gen,345861,22,21,21,7,29,76090,72631,72630,24210,100300,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Vague audiences expand the unknown segment. Generic channels reduce segmentation confidence. Missing or vague budget reduces confidence in reachable persuadables.
CMP_2950,Pulse Primary Open Enrollment - Event Reg Push #2,280507,32,21,21,14,12,89763,58907,58907,39270,33660,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",High,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Specific channels improve match quality and reduce unknown exposure.
CMP_2951,NorthPeak - Upsell Wave #2,970905,28,21,20,13,18,271854,203891,194181,126217,174762,"Rule-based deterministic segmentation from industry, campaign type, audience specificity, channel specificity, and compliance sensitivity.",Medium,Regulated or privacy-sensitive campaigns raise do-not-disturb and unknown shares. Specific audience criteria increase persuadables because targeting is tighter. Generic channels reduce segmentation confidence.
