historical_campaign_id,campaign_name,industry,campaign_type,audience_type,channels,budget,audience_size,treated_count,control_count,treated_conversion_rate,control_conversion_rate,incremental_lift_points,relative_uplift_percent,revenue_per_conversion,campaign_revenue,negative_response_rate,unsubscribe_rate,complaint_rate,notes
HIST_1617,WrapNorth Tax Season - Cross-sell Drive,E-commerce,Cross-sell,Broad,email and ads,330000,1567808,1258163,309645,1.86,0.9,0.96,106.7,95,1727291.98,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1618,Northstar Mutual 2026 - Loyalty Boost,Insurance,Loyalty,Specific,"Display, Email, Direct Mail, Paid Search, Radio",640000,382274,311769,70505,23.98,18.61,5.37,28.9,780,57859442.78,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1619,PageNest Q3 2026 - Retention Sprint #2,Consumer Subscription,Retention,Specific,"Influencer, Push Notifications",255000,192623,147079,45544,1.35,1.16,0.19,16.4,140,192585.33,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1620,Quanta Strategy Q4 2026 - Renewal Drive,Professional Services,Renewal,Broad,"Email, Webinar, Content Syndication, Paid Social (LinkedIn), PR",9500,50276,38439,11837,55.25,2.33,52.92,2271.2,1800,40459243.5,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1621,DevForge Live v2 - Event Reg Push,Events,Event Registration,Specific,"Webinar, Organic Social, Paid Social (LinkedIn), Email, PR",121000,201726,154040,47686,12.06,3.12,8.94,286.5,520,10449387.0,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1622,GlowCrate 2026 - Loyalty Boost,Consumer Subscription,Loyalty,Specific,"In-app, Email, Influencer, Paid Social (Meta)",164500,199929,159488,40441,32.46,29.43,3.03,10.3,140,6764203.07,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1623,Maple & Oak v4 - Loyalty Boost,B2C Retail,Loyalty,Broad,"Connected TV, Display, Paid Social (Meta), Influencer, OOH",420000,1599028,1301749,297279,31.62,28.15,3.47,12.3,110,39632941.19,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1624,PayLane Nordics - Event Reg Push,Fintech,Event Registration,Specific,"In-app, Paid Social (Meta), Email, Push Notifications",240000,308978,241825,67153,1554.05,8.46,1545.59,18269.4,420,1501434218.34,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1625,NorthExpo Summer - Event Reg Push #2,Events,Event Registration,Broad,"Email, Organic Social, Webinar, Paid Social (LinkedIn), PR",23000,259347,204331,55016,11.0,7.34,3.66,49.9,520,12253384.0,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1626,MediBridge Q4 2026 - Renewal Drive,Healthcare,Renewal,Broad,"Paid Search, Direct Mail",295000,719654,558738,160916,47.09,1.52,45.57,2998.0,540,131392373.35,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1627,AzureTrails 2026 - Seasonal Promo,Travel,Seasonal Promotion,Specific,"Connected TV, Email, Display, Influencer",317000,233674,180267,53407,5.29,3.09,2.2,71.2,880,1676930.0,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1628,Hearth&Home Box Q1 2026 - Launch,Consumer Subscription,Product Launch,Broad,"In-app, Email",81500,539271,430607,108664,5810.39,5155.23,655.16,12.7,140,813454.6,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1629,Apex Legal Cyber Monday - Launch,Professional Services,Product Launch,Broad,"Content Syndication, Webinar, Paid Social (LinkedIn)",130000,34892,28370,6522,2823.3,2510.89,312.41,12.4,1800,5081940.0,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1630,FitFuel - Loyalty Boost #2,Consumer Subscription,Loyalty,Broad,"Email, In-app, Paid Social (Meta), Push Notifications",320000,528022,408444,119578,26.16,22.45,3.71,16.5,140,14397333.89,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1631,Nimbus Mobile Q3 2026 - Lead Gen,Telecom,Lead Generation,Broad,performance marketing,505000,1167381,911845,255536,10.9,9.5,1.4,14.7,470,5123.0,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1632,TerraNomad Q2 2027 - Seasonal Promo,Travel,Seasonal Promotion,Specific,"Display, Influencer, Paid Social (Meta), Connected TV",300000,260087,204588,55499,5.52,2.95,2.57,87.1,880,1656000.0,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1633,Cohort Hub v7 - Lead Gen,Education,Lead Generation,Specific,digital,140000,167259,129478,37781,12.36,4.23,8.13,192.2,360,2783402.78,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1634,DataPilot Spring - Cross-sell Drive,B2B SaaS,Cross-sell,Broad,"Content Syndication, Paid Social (LinkedIn), Email",210000,46757,36860,9897,13.88,4.2,9.68,230.5,1200,5490317.28,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1635,InsureCon Q2 2027 - Awareness,Events,Awareness,Broad,"Webinar, Email, Organic Social, Paid Social (LinkedIn)",185000,263325,204654,58671,42.13,36.08,6.05,16.8,520,5480939.76,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1636,Drift Footwear Nordics - Loyalty Boost #2,B2C Retail,Loyalty,Broad,online,135000,874912,687424,187488,41.3,35.46,5.84,16.5,110,14865468.31,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1637,Vaulted Black Friday - Upsell Wave,Fintech,Upsell,Specific,"Influencer, Paid Search, Push Notifications, Paid Social (Meta), In-app",76000,328689,268192,60497,11.58,8.78,2.8,31.9,420,12331657.8,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1638,Saltwater Co. - Seasonal Promo #3,B2C Retail,Seasonal Promotion,Broad,paid media,58000,1081286,870453,210833,3.81,2.39,1.42,59.4,110,220980.0,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1639,Voyage&Co MENA - Loyalty Boost,Travel,Loyalty,Broad,"Email, Connected TV, Influencer",87000,576912,455513,121399,20.28,16.95,3.33,19.6,880,13219792.19,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1640,Voyage&Co 2026 - Loyalty Boost,Travel,Loyalty,Specific,"Paid Search, Connected TV",165000,283912,218615,65297,40.46,33.91,6.55,19.3,880,63027260.91,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1641,InsureCon Q4 2026 - Event Reg Push,Events,Event Registration,Broad,"PR, Email",49000,270673,209874,60799,7740.92,11.84,7729.08,65279.4,520,7250814487.49,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1642,AssureFirst Holiday - Lead Gen,Insurance,Lead Generation,Specific,paid media,732000,273872,213715,60157,11.49,9.51,1.98,20.8,780,9179802.22,1.4,0.9,0.27,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1643,Coastline Apparel US - Loyalty Boost,B2C Retail,Loyalty,Broad,"Paid Social (Meta), Influencer, Connected TV, Email",235000,906731,691275,215456,37.53,35.4,2.13,6.0,110,26099855.69,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1644,Cohort Hub v4 - App Adoption,Education,App Adoption,Specific,social and email,110000,150060,116556,33504,16.25,2.98,13.27,445.3,360,5012514.0,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1645,FutureStack Conference - Upsell Wave,Events,Upsell,Broad,"Email, Paid Social (LinkedIn)",168000,265442,207689,57753,9.76,7.96,1.8,22.6,520,9672671.42,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1646,FiberOne EU - Awareness,Telecom,Awareness,Specific,"OOH, Email, Paid Search, SMS, Display",257500,561822,442460,119362,23.71,18.13,5.58,30.8,470,5795468.4,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1647,ShopHaven - Retention Sprint #2,E-commerce,Retention,Broad,"Email, Paid Search, SMS",165000,982390,777414,204976,2.02,1.78,0.24,13.5,95,1329068.7,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1648,ScholarPath MENA - Upsell Wave,Education,Upsell,Specific,"YouTube, Email, Paid Social (Meta)",185000,212174,171038,41136,9.59,7.35,2.24,30.5,360,4907793.74,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1649,FitFuel Q4 2026 - App Adoption,Consumer Subscription,App Adoption,Specific,"In-app, Push Notifications, Email, Paid Social (Meta)",89000,178476,144917,33559,99624.42,23.02,99601.4,432673.3,140,18532632730.5,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1650,Anchor National NA - Cross-sell Drive,Banking,Cross-sell,Broad,"Email, Programmatic",294000,839582,669122,170460,9.06,8.43,0.63,7.5,650,32904257.49,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1651,Apex Tutoring 2026 - Launch,Education,Product Launch,Broad,"Email, Webinar, YouTube",21000,268513,206704,61809,4790.71,3621.52,1169.19,32.3,360,1724655.6,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1652,Lumen+ v6 - App Adoption,Consumer Subscription,App Adoption,Specific,paid media,205000,250045,193445,56600,122823.04,32.78,122790.26,374589.0,140,16080287172.1,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1653,GlowCrate Q3 2026 - Trial Conversion Push,Consumer Subscription,Trial-to-Paid Conversion,Specific,"Push Notifications, Paid Social (Meta), In-app, Influencer",100000,218393,177249,41144,10.06,1.61,8.45,524.8,140,2144627.02,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1654,BrightArc University 2027 - Win-Back,Education,Customer Reactivation,Broad,"Webinar, Paid Search, Email",91000,489029,377778,111251,9.33,4.6,4.73,102.8,360,12614779.51,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1655,MediBridge Tax Season - Loyalty Boost #2,Healthcare,Loyalty,Broad,"Paid Search, PR, Direct Mail",164500,760140,598385,161755,22.56,18.53,4.03,21.7,540,12182.4,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1656,BoxBloom Q3 2026 - Win-Back,E-commerce,Customer Reactivation,Broad,"Paid Search, SMS, Push Notifications",400000,1262198,1011194,251004,7.22,4.55,2.67,58.7,95,5558060.33,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1657,Nimbus Mobile Holiday - Renewal Drive,Telecom,Renewal,Specific,social,135000,538806,421860,116946,84.0,73.95,10.05,13.6,470,79557332.4,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1658,FiberOne v6 - Renewal Drive,Telecom,Renewal,Specific,"Email, SMS",205000,329891,253322,76569,81.17,73.81,7.36,10.0,470,78469384.81,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1659,Wellpath Q3 2026 - Renewal Drive,Healthcare,Renewal,Specific,"PR, Paid Search, Direct Mail",211000,319499,260462,59037,83.35,76.42,6.93,9.1,540,105407477.28,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1660,Glide Cruises - Win-Back,Travel,Customer Reactivation,Specific,"Paid Social (Meta), Display, Connected TV, Paid Search",100000,268709,215026,53683,9.62,4.87,4.75,97.5,880,8465.6,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1661,Apex Tutoring LATAM - Trial Conversion Push,Education,Trial-to-Paid Conversion,Broad,"YouTube, Webinar, Paid Social (Meta), Paid Search",51000,353938,270866,83072,4.73,2.39,2.34,97.9,360,4486980.17,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1662,Lumen Home Winter - Cross-sell Drive,B2C Retail,Cross-sell,Specific,"Connected TV, Influencer, OOH, SMS",310000,721747,570640,151107,5.61,4.35,1.26,29.0,110,560299.65,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1663,Maple & Oak 2027 - Lead Gen #2,B2C Retail,Lead Generation,Specific,"SMS, OOH, Display, Paid Social (Meta)",245000,579806,462023,117783,3095.99,4.17,3091.82,74144.4,110,1324940994.86,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1664,Quanta Strategy Winter - App Adoption,Professional Services,App Adoption,Broad,"Email, Webinar",60500,45234,36714,8520,16.32,13.54,2.78,20.5,1800,29376.0,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1665,RetailNext World v6 - Seasonal Promo,Events,Seasonal Promotion,Specific,"PR, Email",102500,161812,131543,30269,3.75,2.45,1.3,53.1,520,2099857.5,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1666,Anchor National Q1 2026 - Renewal Drive #2,Banking,Renewal,Specific,"Direct Mail, Programmatic, Paid Search, Email",43000,246019,201052,44967,56.13,0.71,55.42,7805.6,650,71066333.33,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1667,LearnRise Academy Spring - Trial Conversion Push,Education,Trial-to-Paid Conversion,Broad,"Webinar, Email, Paid Social (Meta)",12500,347309,268062,79247,4.75,1.92,2.83,147.4,360,4353266.7,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1668,Beacon AI EU - Seasonal Promo,B2B SaaS,Seasonal Promotion,Specific,"Account-Based Marketing, Content Syndication, Paid Search, Paid Social (LinkedIn)",235000,41521,31659,9862,4.63,2.82,1.81,64.2,1200,1088050.0,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1669,MintRail Fall - Upsell Wave,Fintech,Upsell,Broad,"In-app, Paid Search, Influencer, Email, Paid Social (Meta)",395000,351063,279188,71875,6.41,4.88,1.53,31.4,420,7648001.76,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1670,Coastline Apparel 2026 - Win-Back,B2C Retail,Customer Reactivation,Broad,"Paid Social (Meta), Email, OOH, Display, SMS",340000,1701597,1362932,338665,4.61,1.62,2.99,184.6,110,6475048.34,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1671,Insight Cloud - Launch,B2B SaaS,Product Launch,Specific,"Content Syndication, Paid Search, Paid Social (LinkedIn), Email, Account-Based Marketing",105000,39759,32099,7660,12.66,3.22,9.44,293.2,1200,4786239.6,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1672,Drift Footwear Q3 2026 - Trial Conversion Push,B2C Retail,Trial-to-Paid Conversion,Specific,"SMS, Paid Social (Meta)",220500,834449,652740,181709,11.35,10.25,1.1,10.7,110,5948727.95,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1673,Nimbus Mobile v9 - Lead Gen,Telecom,Lead Generation,Broad,social,134000,1287096,983607,303489,11.1,10.07,1.03,10.2,470,25113229.41,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1674,BoxBloom UK - Cross-sell Drive,E-commerce,Cross-sell,Specific,"Paid Search, SMS",465000,435686,351487,84199,1.68,1.13,0.55,48.7,95,433553.4,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1675,Wellpath v4 - Event Reg Push,Healthcare,Event Registration,Specific,social,545500,325440,250521,74919,9.01,1.77,7.24,409.0,540,5921872.96,1.4,0.9,0.27,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1676,FitFuel 2027 - Trial Conversion Push #2,Consumer Subscription,Trial-to-Paid Conversion,Specific,paid media,275000,200154,160021,40133,7.44,1.4,6.04,431.4,140,779710.51,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1677,Cartly Holiday - Renewal Drive,E-commerce,Renewal,Broad,"Display, Paid Search, Paid Social (Meta)",365000,1152438,932845,219593,81.0,77.08,3.92,5.1,95,61898656.95,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1678,RetailNext World Summer - Launch,Events,Product Launch,Broad,"Organic Social, Webinar, Paid Social (LinkedIn)",194000,410074,326013,84061,17.84,4.26,13.58,318.8,520,27884576.51,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1679,Pulse Primary Q1 2026 - Win-Back,Healthcare,Customer Reactivation,Specific,social,98000,347271,279999,67272,8.48,1.03,7.45,723.3,540,5947419.17,1.4,0.9,0.27,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1680,BrewBox LATAM - App Adoption,Consumer Subscription,App Adoption,Specific,"Influencer, Email, Paid Social (Meta), In-app, Push Notifications",339500,162653,124089,38564,102108.53,11.36,102097.17,898742.7,140,17936180162.74,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1681,Apex Legal NA - Lead Gen,Professional Services,Lead Generation,Specific,social and email,67000,22352,17719,4633,11.05,1.59,9.46,595.0,1800,2538361.8,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1682,WrapNorth Q2 2026 - Seasonal Promo,E-commerce,Seasonal Promotion,Broad,"Display, Paid Social (Meta)",400000,1750586,1336806,413780,2.94,1.07,1.87,174.8,95,2997193.44,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1683,Apex Legal Q2 2026 - Loyalty Boost,Professional Services,Loyalty,Broad,performance marketing,24000,35272,28270,7002,27.14,21.44,5.7,26.6,1800,48852.0,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1684,OakClinic Network 2026 - Event Reg Push,Healthcare,Event Registration,Specific,"Direct Mail, Paid Search, Display, Email",604000,420494,332020,88474,9.55,8.63,0.92,10.7,540,5768200.0,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1685,DevForge Live 2026 - App Adoption,Events,App Adoption,Specific,"Email, Organic Social, Paid Social (LinkedIn)",36500,186188,150327,35861,48681.8,30.38,48651.42,160142.9,520,34548013006.0,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1686,Anchor National - Awareness,Banking,Awareness,Specific,"Programmatic, Display, Email, Paid Search",300000,432671,349382,83289,45.28,40.33,4.95,12.3,650,11697771.95,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1687,ShopHaven Back-to-School - Seasonal Promo,E-commerce,Seasonal Promotion,Broad,social and email,50000,1576565,1220688,355877,3.61,3.32,0.29,8.7,95,180500.0,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1688,Lumen API 2027 - Seasonal Promo,B2B SaaS,Seasonal Promotion,Broad,"Paid Search, Content Syndication",235000,57964,44282,13682,2.21,1.87,0.34,18.2,1200,519350.0,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1689,AzureTrails Back-to-School - Awareness,Travel,Awareness,Specific,"Paid Search, Email, Paid Social (Meta)",135000,250290,205126,45164,36.0,31.51,4.49,14.2,880,6974491.39,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1690,NorthExpo - Cross-sell Drive,Events,Cross-sell,Broad,"Paid Social (LinkedIn), Webinar, Organic Social, Email",125000,241999,193327,48672,5.64,3.12,2.52,80.8,520,5619303.46,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1691,ScholarPath 2027 - Lead Gen,Education,Lead Generation,Broad,"Paid Social (Meta), Paid Search, Webinar, Email, YouTube",140000,372166,282980,89186,11.31,2.69,8.62,320.4,360,12261867.7,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1692,Stackr 2026 - Retention Sprint,Fintech,Retention,Broad,performance marketing,286000,380674,309062,71612,1.29,1.19,0.1,8.4,420,987928.96,1.4,0.9,0.27,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1693,Cartly v8 - Upsell Wave,E-commerce,Upsell,Broad,"Affiliate, Push Notifications, Paid Search",205000,1561100,1249572,311528,5.85,4.61,1.24,26.9,95,555.75,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1694,Beacon Life - Awareness,Insurance,Awareness,Specific,"Email, Display, Paid Search",690000,374823,306104,68719,51.32,43.56,7.76,17.8,780,13197518.94,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1695,ScholarPath Q3 2026 - Awareness,Education,Awareness,Specific,"Paid Search, Paid Social (Meta), YouTube, Email",86000,159611,122433,37178,38.66,29.81,8.85,29.7,360,1984594.09,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1696,ClearWave 2026 - Lead Gen,Telecom,Lead Generation,Specific,"OOH, Display, Direct Mail",61000,383353,308603,74750,3.35,1.65,1.7,103.0,470,4044040.27,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1697,Helix Advisory Holiday - Loyalty Boost,Professional Services,Loyalty,Specific,email and ads,140000,27453,21668,5785,21.95,1.3,20.65,1588.5,1800,6762531.6,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1698,LearnRise Academy 2027 - Lead Gen #2,Education,Lead Generation,Broad,paid media,77500,243462,188162,55300,12.95,3.22,9.73,302.2,360,4244937.48,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1699,FlowOps EMEA - Cross-sell Drive,B2B SaaS,Cross-sell,Broad,"Content Syndication, Paid Search, Account-Based Marketing, Webinar, Email",205000,54833,42635,12198,13.72,3.83,9.89,258.2,1200,7153443.36,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1700,ZestMart 2026 - Loyalty Boost,E-commerce,Loyalty,Specific,"Email, SMS, Push Notifications, Paid Search, Display",419000,755578,607984,147594,20.57,18.34,2.23,12.2,95,11389802.36,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1701,SafeHarbor Insurance Q3 2026 - Renewal Drive #2,Insurance,Renewal,Broad,performance marketing,745000,752744,598749,153995,80.33,75.86,4.47,5.9,780,225920027.74,1.4,0.9,0.27,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1702,BrewBox Q1 2026 - Event Reg Push,Consumer Subscription,Event Registration,Specific,social,285000,235297,187601,47696,295.61,9.12,286.49,3141.3,140,36419565.85,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1703,Glide Cruises v6 - Trial Conversion Push,Travel,Trial-to-Paid Conversion,Specific,social,120000,220360,169258,51102,16.48,15.1,1.38,9.1,880,1977600.0,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1704,Lumen+ v4 - Trial Conversion Push,Consumer Subscription,Trial-to-Paid Conversion,Specific,"In-app, Email, Paid Social (Meta), Influencer, Push Notifications",189500,142470,114578,27892,2.58,2.24,0.34,15.2,140,396962.41,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1705,Beacon Life Q4 2026 - Awareness,Insurance,Awareness,Specific,"Display, Radio, Email, Paid Search, Direct Mail",505000,426425,342531,83894,26.87,19.85,7.02,35.4,780,8678444.87,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1706,Quanta Strategy 2026 - Event Reg Push #2,Professional Services,Event Registration,Broad,"Content Syndication, Email",87000,46030,36453,9577,2438.54,13.95,2424.59,17380.6,1800,1259705870.28,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1707,BrewBox 2026 - Cross-sell Drive,Consumer Subscription,Cross-sell,Broad,"Push Notifications, Email, In-app",230000,378046,294228,83818,9.1,7.21,1.89,26.2,140,1274.0,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1708,Lumen Home EU - Seasonal Promo,B2C Retail,Seasonal Promotion,Broad,"Paid Social (Meta), OOH, Connected TV",100000,873099,675572,197527,4.32,1.57,2.75,175.2,110,432000.0,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1709,ZestMart v3 - Loyalty Boost,E-commerce,Loyalty,Broad,"Paid Social (Meta), Affiliate, Email, Paid Search",225000,863832,685191,178641,25.95,20.82,5.13,24.6,95,15854565.11,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1710,Northbeam Consulting v9 - Cross-sell Drive,Professional Services,Cross-sell,Broad,"Content Syndication, Email, PR",90000,45436,35939,9497,2.33,1.45,0.88,60.7,1800,1276737.48,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_1711,Lumio Wallet v6 - Seasonal Promo,Fintech,Seasonal Promotion,Broad,"In-app, Email, Paid Search",160000,358836,291067,67769,3.98,3.61,0.37,10.2,420,636800.0,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
